author
Jefferson, Thomas
Eaton, Harriet Phillips
Sturgis, Russell
Chittenden, R. H.
Adams, H. A., Mrs.
Blacker, J. F.
Clark, C. F. G.
Sladen, Douglas
Shannon, T. W.
Wilson, Daniel, Sir
Frothingham, Thomas Goddard
Ross, Edward Alsworth
Sandys, William
Wheelwright, William Bond
Brewster, Edwin Tenney
Alexander, Francesca
Colton, Matthew M.
Poore, George Vivian
Armstrong, Margaret
Baker, La Reine Helen McKenzie
Beebe, Iola
Langley, S. P. (Samuel Pierpont)
Casa, Giovanni Della
Morley, Margaret W.
Salomons, Vera
Hutsko, Joe
Brewer, George
Taylor, A. E.
Stuart, G. B.
Mascagni, Pietro
Brenchley, Winifred Elsie‏
Babcock, Edwina Stanton
Beneden, P. J. Van
Vincent, Ethel Gwendoline Moffatt, Lady
Melius, Louis
Griffith, John William
Martin, Ernest G.
Strong, Dawsonne M.
Author of "Old Broadbrim"
Hines, Neal O.
Stoner, Winifred Sackville
Farnham, Thomas Jefferson
Corporation, American Oil
Thompson, Alexander M. (Alexander Mattock)
Innes, Arthur D. (Arthur Donald)
Schmidel, Ulrich
Malcolm, James Peller
Bennett, Cyril
Gannal, J.-N. (Jean-Nicolas)
Peek, Hedley
Kaye, Sir John William
Epps, Margaret T. Van
Vanderburgh, Frederick Augustus
Pardee, Richard Gay
Giles, Leonidas B.
Wood, James, Rev.
Young, Ernest
Miln, Louise Jordan
Herbin, John Frederic
Meyer, Hugo Richard
Woods, John
Axon, William E. A. (William Edward Armytage)
McKee, Edwin Dinwiddie
McArthur, Peter
Payen-Payne, Vinchelés de
Adams, Alton D.
Crumpton, Washington Bryan
Epstein, Beryl
Balmes, Jaime Luciano
Beckman, Johann
Ross, Sir Ronald
Wierzbicki, Felix Paul
Farnsworth, Sidney
Circle, Scientific
Literary, The Chautauquan
Spofford, Harriet Prescott
Case, Carleton B. (Carleton Britton)
Judd, Willliam J.
Hillick, Mayton Clarence
Watson, Egbert Pomeroy
Thomson, Andrew
Brown, Mary Croom
Parsons, Samuel Browne
Hodgins, J. George (John George)
Fisheries, Commissioners on
White, Joseph Blanco
White, John Pagen
Heilbron, William
Lillie, Arthur
Jung, C. G.
McClintock, Marshall
Capart, Gustav P.
Robinson, S. L.
Foreman, Carolyn Thomas
Garrison, Winfred Ernest
Eastwood, Frances
Mason, Isaac
Freeman, Philip
Little, James A.
Davenport, Charles Benedict
Lippincott, L. K.
Grosvenor, Abbie Johnston
Weaver, Emily
Tregarthen, J. C. (John Coulson)
Forester, Wolstan Beaumont Charles Weld
Hubbard, Charles Eustis
Dixon, W. MacNeile (William MacNeile)
Branch, Stephen H.
Mariani, Angelo
Cosgrove, John Joseph
Morton, Martha
Frothingham, Richard
Ford, Clyde S.
Terry, Isaac
Tanner, J. R. (Joseph Robson)
Lanman, Charles
Daniels, A. M.
Bone, Muirhead, Sir
Snape, Andrew
Smith, Geoffrey Bache
Meignan, Victor
Fell, Archie
Arnold, Henry Harley
Miller, T. A. H. (Thomas Arrington Huntington)
Burg, Maria
Legrain, George
Maskell, W. M.
Wardrop, Oliver
Keisch, Bernard
Southern Pacific Company. Passenger Department
Judson, Katharine Berry
Stevenson, Robert
Haldeman, S. S.
Oldmeadow, Ernest
Chadwick, H. Munro
Davis, Leslie A.
Crowell, Benedict
Grant, Madison
Michell, Edward B.
Carr, Edwin Hamlin
Loria, Achille
Sologub, Fyodor
Preston, Sydney Herman
Swan, Moses
Jeffs, Harry
Thring, Edward
Cotter, Arundel
Wister, Jones
Buchanan, Robert W.
Lesseps, Jean-Baptiste-Barthélemy, baron de
Ross, Ronald
Sutro, Emil
Sparrow-Simpson, W. J.
Eassie, William
Harley, George
Kremnitz, Mite
Munro, Robert
Morton, William A.
Rowe, R. P. P.
Jefferys, Thomas
Wilson, Herbert Wrigley
Bragdon, Dudley A
Cutbush, James
Frye, James Albert
Phillips, E. F.
Duncan, Gregory
King, W. R.
Aria, Mrs.
Spilker, Louise
Monckton, H. W.
Forbes, Archibald
Bond, Frederick Bligh
Beyens, baron (Eugène-Napoléon)
Partington, Charles F.
Tschudi, Clara
Crutchley, W. Caius
Wood, James H.
Kusel, Emil Edward
Tudesq, André
Bates, Ernest Stuart
Livermore, George G.
Rayne, H.
Armitage, Ella S.
Nerlich & Co.
Post, Charles Johnson
Fawcett, Millicent Garrett, Dame
Guard, United States Coast
Son, Blackie &
McConn, Max
Peterson, T. B.
Perryman, F. M.
Quinn, J. Henry
Pocklington, Kathryn
Julian, Emperor of Rome
Skanchy, Anthon L.
Canfield, Dorothea F.
Russell, T. Baron
Brehm, Alfred Edmund
Mills, William Wallace
Sheridan, Carroll Mac
Caballero, Fernán
Armstrong, George
Fort, John Porter
Scott, Matthew
Stack, Edward
Nalty, Bernard C.
Falls, Cyril
Inwards, Harry
Dalziel, Edward
Macdonnell, Blanche Lucile
Collins, Laura G. Case
Harvey, Annie Jane
Roberts, Harry
Morgan, Lady Sidney
Morris, Edmund
Wilkinson, Norman
Walford, Thomas
Lanier, Henry Wysham
Cieza de León, Pedro de
Railway, Intercontinental
Johnston, Reginald Fleming
Mufti-zada, K. Ziya, bey
Newman, George A.
Trienens, Roger J.
Hart, W. H.
MacClure, Victor
Shaw, Henry I.
Chapin, John C.
Cressman, Robert
Hoffman, Jon T.
Hutchinson, Thomas
McCall, D.
Grant, Hamil
Makers, The Home Candy
Cronise, Florence M.
Harpending, Asbury
Alexander, Joseph H.
Proff. O. U. Bojack (Bus. Doc.)
Atwood, Thomas
Hall, George Eli
Mitre, Bartolomé
Wesselhoeft, Lily F.
Malinowski, Bronislaw
Jastrow, Joseph
Balbulus, Notker
Hitt, Parker
Fernow, Bernhard E.
Wiedemann, Alfred
Noyce, Elisha
Daggett, Stuart
Fuller, Edwin Wiley
Gilman, Wenona
Gilli, Don Caspar
Schechter, Solomon
Mayow, Mayow Wynell
Kellogg, Elijah
Dewey, Evelyn
Vizetelly, Frank H.
Sologub, Feodor
Miers, Henry A.
Peale, Rembrandt
Abbott, Charles Conrad
Franklin, Jameson J.
Wilson, John Lyde
Martin, Mabel Wood
Moody, Charles Stuart
Melson, Charles D.
Rymer, John Malcolm
Garth, John
Bascom, Caroline Crowninshield
Foster, Finley Melville Kendall
MacNeill, Eoin
Foord, Edward
Koster, Henry
Goldziher, Ignaz
Harwood, Richard
Rhodes, Benjamin
Gayton, Bertram
Peyser, Herbert Francis
Beard, Lina
Shanks, William Franklin Gore
Bonde, C. von
Strutt, Joseph
Stebbing, Thomas R. R.
Cannon, M. Hamlin
Grisar, Hartmann
Benson, Samuel
Polly, Jean Armour
Calamity Jane
Irons, William J. (William Josiah)
Stickney, J. H. (Jenny H.)
Rogers, Lindsay
Adams, John G. B. (John Gregory Bishop)
J. Walter Thompson Company
Bullinger, E.W. (Ethelbert William)
Bird, H. E. (Henry Edward)
Watson, Elbert L.
Becker, Tracy Chatfield
Gayle, Gordon D.
Osborne, Thomas S.
United States. Department of the Army
Siebert, Wilbur H.
Raven, Ralph
Layard, George Somes
Harper, Andrew
Nunnamaker, Albert John
McBride, Isaac
O'Brien, Cyril J.
Pope, G. D.
Baron, Monsieur (Michel)
Lovell, Lucile
Roney, Cusack Patrick
Hartmann, Sadakichi
Tharp, Marie
Faul, Henry
Hunting, William
Frost, J. Albert
Maxwell, James Clerk
Merriman, Roger Bigelow
Dixon, H. Claiborne
Gibson, J. Watt
Slade, Christine Jope
Haygood, Atticus G.
Montagu, Victor Alexander
Harris, William J.
Michaud, Joseph Francois
Howard, George Elliott
Ellis, Arthur
Gell, John Philip
Smart, Newton
Sanborn, Pitts
Henson, Josiah
Lasker, Edward
Hovey, Horace Carver
Stackelberg, Natalie
Clark, Sarah Grames
Coffin, Geraldine
Macleon, Mary
Thacher, James
Scott, Virgil E.
Bagar, Robert
Rémusat, Claire Élisabeth Jeanne Gravier de
Ingersoll, Will E.
Thrupp, George Athelstane
Oken, Lorenz
Hall, Austin
Croll, James
Thorne-Thomsen, Gudrun
Springsteed, Anne Frances
Krauskopf, Joseph
Burke, John M.
Venning, Mary Anne
Vogel, Julius
Taylor, Norman
Eayrs, Hugh S.
Morrow, Maud E.
Tytler, Ann Fraser
Gordon, C. G.
Wing, Kittridge A.
Peyser, Herbert F.
Brentano, Franz
Guild, George B.
Fox, George Henry
Chambers, Ernest J.
Dowling, Theodore Edward
Balyuzi, H.M. (Hasan Muvaqqar)
Baker, Wallace E.
Mortimer, Geoffrey
Plüschow, Gunther
Thompson, James Westfall
Selous, Frederick Courteney
Crosby, William O.
Grueber, Herbert A.
Painter, William A.
Hall, Radclyffe
Woods, Walter V.
Travers, J. M., Col.
Good, John M.
Hinton, C. H.
Wilcox, Walter Dwight
Suttner, Bertha von
Oxenford, John
Willis, Thomas
Perrine, Henry E.
Coe, H. S.
Hall, H. R. (Harry Reginald)
Ignatius, Father
Coey, C. A.
Wood-Martin, W. G.
Bly, Nellie
Duras, Claire de Durfort, duchesse de
Henderson, Daniel
Wintringham, Clifton
Radclyffe-Hall, Marguerite
Bell, Mrs. Arthur G.
Phillips, John
Flesche, Francis la
Breton, Captain Willy
Kisieleski, Walter E.
Company, Seattle Car & Foundry
Martin, M. Jean
Catlin, H. D.
Beland, Henri Severin
Burnham, Smith
Wilson, Lycurgus A.
Cassell & Co.
Hammond, Basil Edward
Fishwick, Henry
Bagley, Clarence
Bastian, H. Charlton
Reynolds, George
Phelan, Earl W.
Dillahunty, Albert
United States. Presidents
Normanus
Rau, Roscoe R.
Vansittart, Robert
Parry, Edwin F.
Allen, Phoebe
Cotton, Catherine
Aveson, Robert
Stevens, Frank E.
McGee, W J
Vega, Garcilaso de la
Ellet, E. F. (Elizabeth Fries)
Hicks, C. Stansfeld
MacNeill, J. G. Swift
Fallon, David
Graves, Frank Pierrepont
Rackham, Bernard
Benson, George
North, Thomas
Kaye, John William
Yale, Elsie Duncan
Blanchard, C. J.
Cook, Howard W.
Thompson, Jean M.
Hubbard, John Milton
Phillips, P.
Thayer, George B.
Greenhow, T. M.
Dimsdale, Thomas
Thayer, Martin Russell
Warner, Henry Edward
Tait, James Selwin
Almack, Edward
Gillespie, Alexander
Clayton, John William
Duncan, Thomas D.
Anderton, Isabella M.
Sparks, Jared
Ealand, C. A.
Keith, Eric A.
Culpeper, Nicholas
Jennings, John J.
Smith, Huron H.
Colt, Samuel
Abbott, Lyman
MacKenzie, A.R.D.
Cabot, Richard Clarke
Reitlinger, Frederic
Carlton, Arthur Philips
Warrender, Margaret
Medicine, Royal Society of
Abbott, Belle K. (Belle Kendrick)
McKishnie, Archie P.
Rowed, Charles
Denig, Edwin Thompson
Johnston, R. F.
Walters, J. Cuming
Southall, John
Weaver, Emily P.
Mertens, Charles de
Williams, A. W.
Cannon, Richard
Coltman, Robert
Minstrel, Henry the
Snow, Erastus
Gumaer, Peter E.
Goldberg, Isaac
Schroeder, Albert H.
Walker, Margaret Coulson
Beard, Patten
Buchheimer, Louis
Longman, Brown, Green, and Longmans
Shaw, Hazel Yearsley
Thoma, Ludwig
McGaffey, Ernest
Grendon, Felix
Esdaile, Arundell James Kennedy
Coxe, William
Enton, Harry
Thornaday, W. T.
Anderson, Paul L.
Woodburn, John H.
Wood, Ruth Kedzie
Ferree, Barr
Norman, C. B.
Osborne, Zenas
Miller, Charles C.
Strickland, Jane Margaret
Grimké, Francis J. (Francis James)
Squier, E. G.
Hunt, Caroline L.
Rouse, Lydia L.
Rothschild, Alonzo
Leigh, Henry S.
Pennell, H. Cholmondeley
Gotch, J. Alfred
Walsh, Robert
Grandgent, C. H.
Gibson, Joe
Oehlenschlæger, Adam
Dyke, Harry Weston Van
Coke, Henry J. (Henry John)
Chubb, George Hayter
Edmonds, T. J.
Hunt, Edward Eyre
Chapais, Thomas
Bridges, Elizabeth
François Marie Arouet (Voltaire)
Sargent, Antony
Coyne, J. Stirling
Cooke, John Estes
Politovsky, Eugene S.
Giles, Ernest
Coburn, Frank Warren
Lydekker, R.
Coerne, Louis Adolphe
Carnegie, David Wynford
Priestley, J. B. (John Boynton)
Forman, Henry James
Philips, Uncle
Palmer, R. A.
Bealby, J. T. (John Thomas)
Robin, Ralph
Eldredge, Zoeth Skinner
Bowen, James L. (James Lorenzo)
Kenyon, Edith C.
Halley, Edmond
Barrington, Jonah
Harris, Frances Barber
Taft, Lorado
Smythies, Mrs. Gordon
Fuller, J. F. C.
Barr, Capt. James
Sutherland, David
Baker, Walter Davis
Tall, Stephen
Casilliano, Michael
Bechtel, John Hendricks
Grachhus
Bland, Alfred Edward
McLean, George N.
Raffles, Thomas Stamford
Smith, Edward
Vega, Lope de
Godfrey, Hollis
Richardson, Ernest Cushing
Andreyev, Leonidas
Booth, Edward C.
Galbraith, Anna M. (Anna Mary)
Cobb, Sylvanus
Schnauss, Julius
Reynolds, Myra
Gannon, Fred
Collins, Virgil D.
Wurtzburg, Capt. C. E.
Forbush, Edward H.
Peck, Rufus H.
Isham, Samuel
Gage, William C.
Brown, James Duff
Vaughan, A. J.
Morrison, Harry Steele
Maartens, Maarten
Richards, C. R.
McElroy, Robert McNutt
O'Brien, Donat Henchy
Penny, Virginia
John of Damascus, Saint
Finck, Henry T.
Willing, J. Thomson
Botsford, George Willis
Stafford, David W.
MacDonald, John D.
Barney, Natalie Clifford
Melville, G. J. Whyte
Foley, Patrick
Hill, Ashbel Fairchild
Zi, Lao
Robinson, Charles S. (Charles Seymour)
White, Matthew
White, Jim
Olmsted, Frederick Law
Hasson, Benjamin F.
Rossa, Jeremiah O'Donovan
Rawlings, Mary
Steward, W. Augustus
Hill, Georgiana
Folsom, Franklin Brewster
Dingelstedt, Franz von
Green, Henry
Endle, Sidney
Smith, Bertha H.
Boswell, Charles Stuart
Hourwich, Isaac A.
Rand, Silas Tertius
Louise de la Ramé (Ouida)
Stone, Henry Lane
Lytle, H. M.
Lee, Elizabth
Braddon, Mary Elisabeth
Nursia, Benedict of
Bécquer, Gustavo Adolfo
Rossiter, Will
Cadwell, Charles K.
Halid, Halil
Leichhardt, Ludwig
Bearne, Catherine Mary
Lennox, Charlotte
Kinney, Margaret West
Sandison, G. H.
Beardsley, Aubrey
Tupper, Martin F.
Anderson, A.T.
Day, Susanne R.
Duke, Edward
Morris, Percy C.
Schrader, Frederick Franklin
Rainsford, Marcus
Hall, Mrs S. C.
Carton, Richard Claude
Grimwade, F. Clive
Marden, Philip Sanford
Gregory, John
Barnum, Phineas. T.
de, comte
Rorer, S. T. (Sarah Tyson)
Corfield, Clara Lavinia
Fisher, H. A. L. (Herbert Albert Laurens)
Brighouse, Harold
Taylor, Thomas E.
Deite, C.
Monroe, James
Parker, Francis J.
Moore, George Edward
Kettelwell, John
Bird, Arthur
Adams, John Quincy
Scott, Dixon
Suter, William E.
Hane, Joachim
Jackson, Andrew
Walton, Frank
Pasley, T. H.
Selous, Edmund
Noriac, Jules
Tyler, John
Costello, Edward
Clifford, William Kingdon
Polk, James K. (James Knox)
Mawhinney, Thomas A. H.
Klein, Cora C. (N. C.)
Taylor, Zachary
Pulsifer, William Edmond
Mather, Cotton
Hügel, Baron Friedrich von
Walsh, Joseph M.
Fillmore, Millard
Halicarnassus, Dionysius of
Sale, Florentia
Pierce, Franklin
Barlow, Roger
Biancolli, Louis
Gilliat, Edward
Babbitt, Irving
Hoare, Thomas W.
Leckie, Robert
Johnston, A. W.
Johnson, Andrew
Turnbull, Alexander
Spencer-Cooper, Henry Edmund Harvey
Hayes, Rutherford Birchard
Oblinger, Milo Milton
Arthur, Chester Alan
Coryell, John Russell
Gunckel, John E.
Burgess, John Willliam
MacLeod, Norman
May, Samuel J.
Sidwell, Adelia B. Cox
Braune, Wilhelm
Hallam, T. D.
Doane, Alice Mary
Rothfield, Otto
Miller, Mary Christina
Harding, Warren G. (Warren Gamaliel)
Heckewelder, John
Barrère, Albert
Budd, Alfred
Bruce, Rev. John Collingwood
Teall, F. Horace
Bartlett, Willard
Wilbur, Henry Watson
Wyatt, Thomas
Ward, C. H. (Charles Humble) Dudley
Mattes, Merrill J.
Mathews, Frances Aymar
Keith, A. Wendell
Truman, Harry S.
Eisenhower, Dwight D. (Dwight David)
Hook, Theodore E.
Miller, John Alexander
Perkins, Henry
Ford, Thomas J.
Kirkman, Francis
Bottarelli, F.
Johnson, Lyndon B. (Lyndon Baines)
Farley, Frank Webster
Hodgkins, William H.
Bouroff, Basil A.
Yearsley, Kenneth Darlaston
Nixon, Richard M. (Richard Milhous)
Fleming, Sandford
Wheeler, Harold F. B.
Ford, Gerald R.
Marshall, Arthur
Winship, George Parker
Carter, Jimmy
Craigin, Harry
Shore, W. Teignmouth (William Teignmouth)
Clark, Jeremiah S.
Pozzi-Escot, Em.
Reagan, Ronald
Tebb, William
Weaver, Raymond M.
McIntosh, Jean
Bumgarner, L. L.
Bush, George
Barron, Samuel Benton
Michell, Thomas
Young, L. D.
Society, West Texas State Geological
Bush, George W. (George Walker)
Hughes, Harold F.
Clay, Rotha Mary
Stirling, M. W.
Storrick, William C.
Pérez Triana, Santiago
Beresford, Charles William De la Poer Beresford, Baron
Frink, Mrs. Almira L. Corey
Farmer, Lydia Hoyt
Frith, Walter
Eden, R. C.
Peregrinus, Petrus
Hayes, C. W. (Charles Willard)
Nelson, H. William
Lucas, Jean Maximilien
Evans, Richard C.
Lombroso, Cesare
Hanoum, Zeyneb
Marble, Annie Russell
Mace, William H.
Haight, Theron Wilber
Erredge, John Ackerson
Adlam, George Henry Joseph
Wagner, Arthur L.
Kent, Henry W.
Self, H. I. M.
Davids, Thaddeus
Bennett, George Matthews
Ragozin, Zenaïde A.
Nelligan, Murray H.
Faucher, Leon
Bishop, Farnham
Ellis, William T.
Anderson, Clair Elmore
Chantal, Jane Frances de
Nigrin, Jaroslav Victor
Keene, J. Harrington
Ripley, Harold Austin
Underwood, L. H.
Ferry, Gabriel
Dobrizhoffer, Martin
Babelon, Ernest
McIlrath, H. Darwin
Stewart, C. G.
Cuttriss, Frank
Liston, Robert
Northam, Henry C.
Mawe, John
Celesia, Emanuele
Sulpicia
Grimshaw, Beatrice
Hobbs, William Herbert
Magazine, The Harmsworth
Hoeber, Arthur
Osborne, Willam H.
Cie, Michelin &
Mills, William Hemmingway
Sutton, Lee
Toynbee, Arnold J.
Wheeler, R. L.
Wood, George W.
Capers, Ellison
Lings, Albert A.
Simmons, George
Armstrong, Eliza
Goddard, Frederick Bartlett
Davis, Isaac
William, John
Humphreys, Phebe Westcott
Giles, J. A. (John Allen)
Robieson, William Dunkeld
Toyne, S. M.
Tucker, Kate
Bloomfield, Leonard
Scyoc, Sydney Van
Doede, Bill
Eutropius, Flavius
Yost, Casper Salathiel
Vambéry, Arminius
Wright, Philip Quincy
Phillpotts, James Surtees
Olin, George Joyce
Library, Newark Public
Macleod, Mrs. Alick
Ramé, Maria Louise
Monstrelet, Enguerrand de
Sheavyn, Phoebe
Wainwright, Ruth Laura
Dyke, John C. Van
Keene, E. S. (Edward Spencer)
Lybyer, Albert H.
Seeley, Robert Benton
Shafhauser, Charles
Ward, Clarence
Krause, Louise B.
Shallit, Joseph
Whittle, Walter Andrew
Dunn, Arthur William
Balfour, John Hutton
Colvin, Donald
Ludens, Magnus
Danzig, Allan
Hutchinson, J. R. (John Robert)
Brady, Old King
Sachs, Edwin Thomas
Winslow, Forbes
Herbert, Charles
Sabin, Joseph
O'Grady, Standish
Wilcox, Don
Branch, Mary Lydia
Clement, Hal
Hall, Henry Foljambe
Myers, Jane Pentzer
Saunders, Charles Francis
Bancroft, Caroline
Seaton, Ernest Thompson
Turner, William O.
Davy, Humphrey
Shelton, Vaughan
Zeigler, Wilbur G.
Cannon, Elizabeth Rachel
Shumsky-Solomonov, C. M.
Wright, G. Frederick
Crocheron, Augusta Joyce
Shiga, Shigetsura
Dunant, Henry
Newlin, William Henry
Gibbs, Josiah Willard
Zacks, Robert
Beesly, Edward Spencer
Churchill, James Morss
Wheeler, Arthur Oliver
Grimm, Christopher
Hutchins, Roy
Watson, Robert Grant
Day, William W.
Im, Pang
Floyd, Andress
Bell, Lucia Chase
Johnson, R. Brimley (Reginald Brimley)
Grant, John
Dawson, Sir J. William
Henderson, Ernest Flagg
Patterson, J. G
Fitzpatrick, William John
Tyrrell, Eleanor
De Vinne, Theodore Low
Laveterus, Lewes
Terwilliger, L. Roy
Daumas, Eugene
Lohman, S. W.
Blackwood, Robert Melvin
Taylor, Ida Ashworth
Foster, Charles
Dalton, John Call
Tyler, Sydney
Brodrick, Harold J.
Dyer, R. E. H. (Reginald Edward Harry)
Knox, Jessie Juliet
Matheson, Richard
Costain, Thomas B.
Calmette, A.
Cochrane, Henry Park
Lodge, Sir Oliver J.
Murray, Archibald K.
Reigart, J. Franklin
Hanford, Franklin
Bohn, Henry G. (Henry George)
Ruzic, Neil P.
Kane, Thomas L.
Lobeira, Vasco
Morton, Allen &
Fobes, Walter K.
Vanbrugh, John
Boucher, Anthony
Dixon, William Hepworth
Monks, William
Robins, William
Abrahams, Ethel Beatrice
Banister, Manly
Banfield, E. J. (Edmund James)
Laing, John
Arkin, Alan
Tadlock, Max
Smith, George Albert
Dalton, Charles
Sage, Alain-René le
Clothier, Bill
Fairgoer, Famed First Friday
Fallows, Samuel
Anderson, J. A.
Monash, Sir John
Farmer, John Stephen
Keith, Donald
Colman, Walter S.
Hall, S. C. (Samuel Carter)
Meadows, P.
Scurry, James
Landreth, Peter
Fisher, Blanche Proctor
Martin, William S.
Griffiths, Ann
Hoffman, Wickham
Knowles, Robert E.
Sutton, Adah Louise
Prince, John Dyneley
Guin, Wyman
Ray H. Bennett Lumber Co.
Roddick, Amy Redpath
Zaehnsdorf, Joseph W.
Henagan, Mary Rhodes Waring
Ruttenber, Edward Manning
Lee, Joseph Johnston
Company, Royal Baking Powder
Williams, Lloyd
Griffith, Ann
Mudie, Robert
Whyte, Adam Gowens
Ali Haydar Mithat
Mackay, Helen
Godbey, Allen Howard
Macfarlane, Wallace
Scammell, John Chilton
Hope, Laurence
Wallis, John E. W.
Fetler, Andrew
Stair-Kerr, Eric
Anvil, Christopher
Bade, William L.
Lys, F. J.
Martin, Martha Evans
Coleman, Frederic
Topham, Anne
Rogers, Robert Vashon
Jacobs, Sylvia
Riggs, Henry Earle
Jenkins, Hester Donaldson
Bonnycastle, Sir Richard Henry
Head, Barclay V.
Emanuel, Walter
Blomberg, Con
Holbrook, Kennedy
Bolingbroke, Henry St. John, Viscount
Hardy, Osgood
Mendeleyev, Dmitry Ivanovich
Barr, Stephen
Miller, R. DeWitt
Smith, Phyllis Sterling
Noe, Sydney P.
Shaw, Milton
Domville-Fife, Charles William
Pett, Phineas
Pearson, Emily Clemens
Haggert, W. T.
Baughan, Edward Algernon
Copeland, Benjamin
Sancto, Rev. Father Pius A Sp.
Fitch, Charles
McIlvaine, Charles
Balfour, Lady Frances
Standing, Percy Cross
Murray, Charles
Coleman, Jamie Harris
Vereshchagin, Vasilïĭ Vasilʹevich
Newman, Louis
Jermain, Frances
Sanborn, F. B. (Franklin Benjamin)
Buley, E. C.
Leighton, Marie Connor
Manton, Walter Porter
Saul, John C.
Titchener, Edward Bradford
Claudianus, Claudius
Cook, John R.
Kellogg, John Azor
Manning, Samuel
Simson, James
Dean, John
Hogarth, William
Conger, Henry Rutgers
Jordan, William George
Williamson, Thomas
Stamers, James
Ennis, William Duane
Lynch, H. F. B.
King, Marshall
Morse, Katharine Duncan
Seton-Watson, R. W. (Robert William)
Nordyke
Frye, James A.
Brehaut, Ernest
Hamill, Katharine Forrest
Wickson, Edward J. (Edward James)
Metchnikoff, Elie
Seymour-Jones, A.
Vivian, Evelyn Charles
Wolfe, Bernard
Hill, Jennie Earngey
Saxon, Carl
Gray, Emma J.
Oppenheimer, Franz
Allen, Hugh
Washburn, Stanley
Foster, John Watson
Herman, Ottó
Matheson, D. M.
Nordhoff, Charles Bernard
Goulart, Ron
Kernahan, Coulson
Sidgwick, Eleanor Mildred
Middleton, Edgar C.
Mackay, William
Panton, J. E. (Jane Ellen)
Faughnan, Thomas
Martin, John Alexander
Lee, Stanley R.
Royle, Edwin Milton
